City,Type,Category,Sub-Category,Amount
Solana Beach,Revenue,Taxes,Franchises,723244
Solana Beach,Revenue,Taxes,Business License Taxes,43480
Solana Beach,Revenue,Taxes,Real Property Transfer Taxes,89635
Solana Beach,Revenue,Taxes,Utility Users Tax,
Solana Beach,Revenue,Taxes,Other Non-Property Taxes,652963
Solana Beach,Revenue,Special Benefit Assessments,Fire and Paramedics,463562
Solana Beach,Revenue,Special Benefit Assessments,Police,
Solana Beach,Revenue,Special Benefit Assessments,Lighting,337493
Solana Beach,Revenue,Special Benefit Assessments,Other,506621
Solana Beach,Revenue,Licenses and Permits,Construction Permits,219307
Solana Beach,Revenue,Licenses and Permits,Other Licenses and Permits,66331
Solana Beach,Revenue,Fines and Forfeitures,Vehicle Code Fines,60973
Solana Beach,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",261804
Solana Beach,Revenue,Revenue From Use of Money and Property,Investment Earnings,646660
Solana Beach,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",58655
Solana Beach,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,45911
Solana Beach,Revenue,Intergovernmental,State Homeowners Property Tax Relief,56321
Solana Beach,Revenue,Intergovernmental,State Gasoline Tax,204268
Solana Beach,Revenue,Intergovernmental,Other State Grants,488363
Solana Beach,Revenue,Intergovernmental,County Grants,55497
Solana Beach,Revenue,Intergovernmental,Federal Grants,183981
Solana Beach,Revenue,Intergovernmental,Other Taxes In-Lieu,
Solana Beach,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",153807
Solana Beach,Revenue,Current Service Charges,Special Police Department Services,
Solana Beach,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,247261
Solana Beach,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",161475
Solana Beach,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,4283087
Solana Beach,Revenue,Current Service Charges,Solid Waste Revenues,246585
Solana Beach,Revenue,Current Service Charges,Parking Facilities,
Solana Beach,Revenue,Current Service Charges,Parks and Recreation Fees,253321
Solana Beach,Revenue,Current Service Charges,Golf Course Fees,
Solana Beach,Revenue,Current Service Charges,Water Service Charges and Connection Fees,
Solana Beach,Revenue,Current Service Charges,Electric Revenues,
Solana Beach,Revenue,Current Service Charges,Gas Revenues,
Solana Beach,Revenue,Current Service Charges,Airport Revenues,
Solana Beach,Revenue,Current Service Charges,Port and Harbor Revenues,
Solana Beach,Revenue,Current Service Charges,Hospital Revenues,
Solana Beach,Revenue,Current Service Charges,Transit Revenues,
Solana Beach,Revenue,Current Service Charges,Quasi-External Transactions,164292
Solana Beach,Revenue,Current Service Charges,Other Current Service Charges,
Solana Beach,Revenue,Other Revenues,Sale of Real and Personal Property,28500
Solana Beach,Revenue,Other Revenues,Contributions from Non-Government Sources,807823
Solana Beach,Revenue,Other Revenues,Other Sources of Revenues,285489
Solana Beach,Revenue,Other Revenues,Other Financing Sources,
Solana Beach,Revenue,Other Revenues,Sale of Bonds,
Solana Beach,Revenue,Other Revenues,Notes and Other,703999
Solana Beach,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,21973357
Soledad,Revenue,Taxes,Secured and Unsecured Property Tax,456339
Soledad,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Soledad,Revenue,Taxes,Other Property Taxes,2167886
Soledad,Revenue,Taxes,Sales and Use Taxes,390452
Soledad,Revenue,Taxes,Transportation Tax,333705
Soledad,Revenue,Taxes,Transient Lodging Taxes,93898
Soledad,Revenue,Taxes,Franchises,471430
Soledad,Revenue,Taxes,Business License Taxes,65866
Soledad,Revenue,Taxes,Real Property Transfer Taxes,43119
Soledad,Revenue,Taxes,Utility Users Tax,501699
Soledad,Revenue,Taxes,Other Non-Property Taxes,152983
Soledad,Revenue,Special Benefit Assessments,Fire and Paramedics,
Soledad,Revenue,Special Benefit Assessments,Police,
Soledad,Revenue,Special Benefit Assessments,Lighting,
Soledad,Revenue,Special Benefit Assessments,Other,330536
Soledad,Revenue,Licenses and Permits,Construction Permits,163090
Soledad,Revenue,Licenses and Permits,Other Licenses and Permits,
Soledad,Revenue,Fines and Forfeitures,Vehicle Code Fines,35979
Soledad,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",
Soledad,Revenue,Revenue From Use of Money and Property,Investment Earnings,420177
Soledad,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",92846
Soledad,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,82787
Soledad,Revenue,Intergovernmental,State Homeowners Property Tax Relief,1710
Soledad,Revenue,Intergovernmental,State Gasoline Tax,430009
Soledad,Revenue,Intergovernmental,Other State Grants,5597014
Soledad,Revenue,Intergovernmental,County Grants,119147
Soledad,Revenue,Intergovernmental,Federal Grants,20000
Soledad,Revenue,Intergovernmental,Other Taxes In-Lieu,
Soledad,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",17291
Soledad,Revenue,Current Service Charges,Special Police Department Services,189401
Soledad,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,180806
Soledad,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",
Soledad,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,1531144
Soledad,Revenue,Current Service Charges,Solid Waste Revenues,1583521
Soledad,Revenue,Current Service Charges,Parking Facilities,
Soledad,Revenue,Current Service Charges,Parks and Recreation Fees,
Soledad,Revenue,Current Service Charges,Golf Course Fees,
Soledad,Revenue,Current Service Charges,Water Service Charges and Connection Fees,1431537
Soledad,Revenue,Current Service Charges,Electric Revenues,
Soledad,Revenue,Current Service Charges,Gas Revenues,
Soledad,Revenue,Current Service Charges,Airport Revenues,
Soledad,Revenue,Current Service Charges,Port and Harbor Revenues,
Soledad,Revenue,Current Service Charges,Hospital Revenues,
Soledad,Revenue,Current Service Charges,Transit Revenues,15268
Soledad,Revenue,Current Service Charges,Quasi-External Transactions,444507
Soledad,Revenue,Current Service Charges,Other Current Service Charges,
Soledad,Revenue,Other Revenues,Sale of Real and Personal Property,
Soledad,Revenue,Other Revenues,Contributions from Non-Government Sources,
Soledad,Revenue,Other Revenues,Other Sources of Revenues,230374
Soledad,Revenue,Other Revenues,Other Financing Sources,
Soledad,Revenue,Other Revenues,Sale of Bonds,
Soledad,Revenue,Other Revenues,Notes and Other,29571430
Soledad,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,47165951
Solvang,Revenue,Taxes,Secured and Unsecured Property Tax,1254190
Solvang,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Solvang,Revenue,Taxes,Other Property Taxes,433908
Solvang,Revenue,Taxes,Sales and Use Taxes,764881
Solvang,Revenue,Taxes,Transportation Tax,1015487
Solvang,Revenue,Taxes,Transient Lodging Taxes,2239260
Solvang,Revenue,Taxes,Franchises,186459
Solvang,Revenue,Taxes,Business License Taxes,22690
Solvang,Revenue,Taxes,Real Property Transfer Taxes,13987
Solvang,Revenue,Taxes,Utility Users Tax,
Solvang,Revenue,Taxes,Other Non-Property Taxes,341358
Solvang,Revenue,Special Benefit Assessments,Fire and Paramedics,
Solvang,Revenue,Special Benefit Assessments,Police,
Solvang,Revenue,Special Benefit Assessments,Lighting,
Solvang,Revenue,Special Benefit Assessments,Other,69036
Solvang,Revenue,Licenses and Permits,Construction Permits,115311
Solvang,Revenue,Licenses and Permits,Other Licenses and Permits,
Solvang,Revenue,Fines and Forfeitures,Vehicle Code Fines,30228
Solvang,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",
Solvang,Revenue,Revenue From Use of Money and Property,Investment Earnings,446557
Solvang,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",36942
Solvang,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,18879
Solvang,Revenue,Intergovernmental,State Homeowners Property Tax Relief,9175
Solvang,Revenue,Intergovernmental,State Gasoline Tax,92430
Solvang,Revenue,Intergovernmental,Other State Grants,799810
Solvang,Revenue,Intergovernmental,County Grants,
Solvang,Revenue,Intergovernmental,Federal Grants,
Solvang,Revenue,Intergovernmental,Other Taxes In-Lieu,
Solvang,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",22288
Solvang,Revenue,Current Service Charges,Special Police Department Services,1933
Solvang,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,
Solvang,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",24777
Solvang,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,1659086
Solvang,Revenue,Current Service Charges,Solid Waste Revenues,
Solvang,Revenue,Current Service Charges,Parking Facilities,
Solvang,Revenue,Current Service Charges,Parks and Recreation Fees,293784
Solvang,Revenue,Current Service Charges,Golf Course Fees,
Solvang,Revenue,Current Service Charges,Water Service Charges and Connection Fees,4154951
Solvang,Revenue,Current Service Charges,Electric Revenues,
Solvang,Revenue,Current Service Charges,Gas Revenues,
Solvang,Revenue,Current Service Charges,Airport Revenues,
Solvang,Revenue,Current Service Charges,Port and Harbor Revenues,
Solvang,Revenue,Current Service Charges,Hospital Revenues,
Solvang,Revenue,Current Service Charges,Transit Revenues,63694
Solvang,Revenue,Current Service Charges,Quasi-External Transactions,407767
Solvang,Revenue,Current Service Charges,Other Current Service Charges,
Solvang,Revenue,Other Revenues,Sale of Real and Personal Property,5000
Solvang,Revenue,Other Revenues,Contributions from Non-Government Sources,129507
Solvang,Revenue,Other Revenues,Other Sources of Revenues,60418
Solvang,Revenue,Other Revenues,Other Financing Sources,
Solvang,Revenue,Other Revenues,Sale of Bonds,
Solvang,Revenue,Other Revenues,Notes and Other,
Solvang,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,14713793
Sonoma,Revenue,Taxes,Secured and Unsecured Property Tax,2759914
Sonoma,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Sonoma,Revenue,Taxes,Other Property Taxes,780869
Sonoma,Revenue,Taxes,Sales and Use Taxes,1659853
Sonoma,Revenue,Taxes,Transportation Tax,
Sonoma,Revenue,Taxes,Transient Lodging Taxes,2220336
Sonoma,Revenue,Taxes,Franchises,386338
Sonoma,Revenue,Taxes,Business License Taxes,314888
Sonoma,Revenue,Taxes,Real Property Transfer Taxes,58341
Sonoma,Revenue,Taxes,Utility Users Tax,
Sonoma,Revenue,Taxes,Other Non-Property Taxes,-598633
Sonoma,Revenue,Special Benefit Assessments,Fire and Paramedics,
Sonoma,Revenue,Special Benefit Assessments,Police,
Sonoma,Revenue,Special Benefit Assessments,Lighting,1267
Sonoma,Revenue,Special Benefit Assessments,Other,
Sonoma,Revenue,Licenses and Permits,Construction Permits,
Sonoma,Revenue,Licenses and Permits,Other Licenses and Permits,9448
Sonoma,Revenue,Fines and Forfeitures,Vehicle Code Fines,37095
Sonoma,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",34102
Sonoma,Revenue,Revenue From Use of Money and Property,Investment Earnings,487093
Sonoma,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",81307
Sonoma,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,38828
Sonoma,Revenue,Intergovernmental,State Homeowners Property Tax Relief,25356
Sonoma,Revenue,Intergovernmental,State Gasoline Tax,143584
Sonoma,Revenue,Intergovernmental,Other State Grants,388100
Sonoma,Revenue,Intergovernmental,County Grants,
Sonoma,Revenue,Intergovernmental,Federal Grants,125382
Sonoma,Revenue,Intergovernmental,Other Taxes In-Lieu,
Sonoma,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",118362
Sonoma,Revenue,Current Service Charges,Special Police Department Services,34717
Sonoma,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,
Sonoma,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",200191
Sonoma,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,
Sonoma,Revenue,Current Service Charges,Solid Waste Revenues,
Sonoma,Revenue,Current Service Charges,Parking Facilities,
Sonoma,Revenue,Current Service Charges,Parks and Recreation Fees,
Sonoma,Revenue,Current Service Charges,Golf Course Fees,
Sonoma,Revenue,Current Service Charges,Water Service Charges and Connection Fees,3685475
Sonoma,Revenue,Current Service Charges,Electric Revenues,
Sonoma,Revenue,Current Service Charges,Gas Revenues,
Sonoma,Revenue,Current Service Charges,Airport Revenues,
Sonoma,Revenue,Current Service Charges,Port and Harbor Revenues,
Sonoma,Revenue,Current Service Charges,Hospital Revenues,
Sonoma,Revenue,Current Service Charges,Transit Revenues,
Sonoma,Revenue,Current Service Charges,Quasi-External Transactions,
Sonoma,Revenue,Current Service Charges,Other Current Service Charges,2382777
Sonoma,Revenue,Other Revenues,Sale of Real and Personal Property,
Sonoma,Revenue,Other Revenues,Contributions from Non-Government Sources,
Sonoma,Revenue,Other Revenues,Other Sources of Revenues,42995
Sonoma,Revenue,Other Revenues,Other Financing Sources,
Sonoma,Revenue,Other Revenues,Sale of Bonds,
Sonoma,Revenue,Other Revenues,Notes and Other,
Sonoma,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,15417985
Sonora,Revenue,Taxes,Secured and Unsecured Property Tax,558316
Sonora,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Sonora,Revenue,Taxes,Other Property Taxes,377612
Sonora,Revenue,Taxes,Sales and Use Taxes,1664700
Sonora,Revenue,Taxes,Transportation Tax,34891
Sonora,Revenue,Taxes,Transient Lodging Taxes,193131
Sonora,Revenue,Taxes,Franchises,92381
Sonora,Revenue,Taxes,Business License Taxes,108156
Sonora,Revenue,Taxes,Real Property Transfer Taxes,6179
Sonora,Revenue,Taxes,Utility Users Tax,
Sonora,Revenue,Taxes,Other Non-Property Taxes,632825
Sonora,Revenue,Special Benefit Assessments,Fire and Paramedics,
Sonora,Revenue,Special Benefit Assessments,Police,
Sonora,Revenue,Special Benefit Assessments,Lighting,
Sonora,Revenue,Special Benefit Assessments,Other,83495
Sonora,Revenue,Licenses and Permits,Construction Permits,93793
Sonora,Revenue,Licenses and Permits,Other Licenses and Permits,2135
Sonora,Revenue,Fines and Forfeitures,Vehicle Code Fines,10075
Sonora,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",91588
Sonora,Revenue,Revenue From Use of Money and Property,Investment Earnings,220056
Sonora,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",80126
Sonora,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,17467
Sonora,Revenue,Intergovernmental,State Homeowners Property Tax Relief,10664
Sonora,Revenue,Intergovernmental,State Gasoline Tax,92969
Sonora,Revenue,Intergovernmental,Other State Grants,562883
Sonora,Revenue,Intergovernmental,County Grants,55625
Sonora,Revenue,Intergovernmental,Federal Grants,1924609
Sonora,Revenue,Intergovernmental,Other Taxes In-Lieu,
Sonora,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",5010
Sonora,Revenue,Current Service Charges,Special Police Department Services,39580
Sonora,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,3327
Sonora,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",
Sonora,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,
Sonora,Revenue,Current Service Charges,Solid Waste Revenues,
Sonora,Revenue,Current Service Charges,Parking Facilities,
Sonora,Revenue,Current Service Charges,Parks and Recreation Fees,4050
Sonora,Revenue,Current Service Charges,Golf Course Fees,
